|id|lat|lng|lat_long|geographical_raw_data|geographical_hood_data
17|15-1-480|-34.5521177|-58.4984145|('-34.5521177', '-58.4984145')|{'place_id': 17394051, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 316159912, 'lat': '-34.5520957612245', 'lon': '-58.4983954571429', 'display_name': '4879, Avenida Doctor Ricardo Balbín, Parque Cornelio Saavedra, Comuna 12, Saavedra, CABA, 1603, Argentina', 'address': {'house_number': '4879', 'road': 'Avenida Doctor Ricardo Balbín', 'neighbourhood': 'Parque Cornelio Saavedra', 'suburb': 'Saavedra', 'city': 'CABA', 'state': 'CABA', 'postcode': '1603', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.552195761225', '-34.551995761224', '-58.498495457143', '-58.498295457143']}|Saavedra
18|15-1-401|-34.5556464|-58.4821174|('-34.5556464', '-58.4821174')|{'place_id': 16893607, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 304291567, 'lat': '-34.555772625', 'lon': '-58.482164225', 'display_name': '3664, Avenida Doctor Ricardo Balbín, Comuna 12, Saavedra, CABA, C1430DHI, Argentina', 'address': {'house_number': '3664', 'road': 'Avenida Doctor Ricardo Balbín', 'suburb': 'Saavedra', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1430DHI', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.555872625', '-34.555672625', '-58.482264225', '-58.482064225']}|Saavedra
19|10-2-387|-34.546335|-58.470108|('-34.546335', '-58.470108')|{'place_id': 15536716, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 264693133, 'lat': '-34.5462970632653', 'lon': '-58.4700533714286', 'display_name': '4059, Avenida Cabildo, Barrio River, Comuna 13, Núñez, CABA, C1429AAL, Argentina', 'address': {'house_number': '4059', 'road': 'Avenida Cabildo', 'neighbourhood': 'Barrio River', 'suburb': 'Núñez', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1429AAL', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.546397063265', '-34.546197063265', '-58.470153371429', '-58.469953371429']}|Núñez
20|15-1-364|-34.5718154|-58.5059748|('-34.5718154', '-58.5059748')|{'place_id': 16973991, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 305157975, 'lat': '-34.5719123183674', 'lon': '-58.5060253714286', 'display_name': '6036, Avenida de los Constituyentes, Barrio Albarellos, Comuna 12, Villa Pueyrredón, CABA, 1419, Argentina', 'address': {'house_number': '6036', 'road': 'Avenida de los Constituyentes', 'neighbourhood': 'Barrio Albarellos', 'suburb': 'Villa Pueyrredón', 'city': 'CABA', 'state': 'CABA', 'postcode': '1419', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.572012318367', '-34.571812318367', '-58.506125371429', '-58.505925371429']}|Villa Pueyrredón
21|10-3-373|-34.543233|-58.463148|('-34.543233', '-58.463148')|{'place_id': 16726020, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 302176809, 'lat': '-34.5431604', 'lon': '-58.4630787', 'display_name': '3901, 11 de Septiembre de 1888, Barrio River, Comuna 13, Núñez, CABA, ?, Argentina', 'address': {'house_number': '3901', 'road': '11 de Septiembre de 1888', 'neighbourhood': 'Barrio River', 'suburb': 'Núñez', 'city': 'CABA', 'state': 'CABA', 'postcode': '?', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.5432604', '-34.5430604', '-58.4631787', '-58.4629787']}|Núñez
22|15-1-277|-34.5479546|-58.4689903|('-34.5479546', '-58.4689903')|{'place_id': 16712715, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 301866164, 'lat': '-34.5478535816327', 'lon': '-58.4688658959184', 'display_name': '3823, Avenida Cabildo, Barrio River, Comuna 13, Núñez, CABA, ?, Argentina', 'address': {'house_number': '3823', 'road': 'Avenida Cabildo', 'neighbourhood': 'Barrio River', 'suburb': 'Núñez', 'city': 'CABA', 'state': 'CABA', 'postcode': '?', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.547953581633', '-34.547753581633', '-58.468965895918', '-58.468765895918']}|Núñez
23|15-1-317|-34.5520142|-58.4736585|('-34.5520142', '-58.4736585')|{'place_id': 16876066, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 304038287, 'lat': '-34.551951', 'lon': '-58.47376', 'display_name': '3001, Avenida Crisólogo Larralde, Comuna 13, Núñez, CABA, C1429AAW, Argentina', 'address': {'house_number': '3001', 'road': 'Avenida Crisólogo Larralde', 'suburb': 'Núñez', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1429AAW', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.552051', '-34.551851', '-58.47386', '-58.47366']}|Núñez
24|10-3-525|-34.555471|-58.479994|('-34.555471', '-58.479994')|{'place_id': 16875749, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 304038251, 'lat': '-34.5554103469388', 'lon': '-58.4800254489796', 'display_name': '3723, Avenida Crisólogo Larralde, Comuna 12, Saavedra, CABA, C1430DHI, Argentina', 'address': {'house_number': '3723', 'road': 'Avenida Crisólogo Larralde', 'suburb': 'Saavedra', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1430DHI', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.555510346939', '-34.555310346939', '-58.48012544898', '-58.47992544898']}|Saavedra
25|10-3-532|-34.548849|-58.468561|('-34.548849', '-58.468561')|{'place_id': 15537119, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 264693899, 'lat': '-34.548828577551', 'lon': '-58.4685401979592', 'display_name': '3746, Avenida Cabildo, Barrio River, Comuna 13, Núñez, CABA, C1429AAV, Argentina', 'address': {'house_number': '3746', 'road': 'Avenida Cabildo', 'neighbourhood': 'Barrio River', 'suburb': 'Núñez', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1429AAV', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.548928577551', '-34.548728577551', '-58.468640197959', '-58.468440197959']}|Núñez
26|15-1-486|-34.5482475|-58.4669121|('-34.5482475', '-58.4669121')|{'place_id': 16713686, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 301867618, 'lat': '-34.5482508122449', 'lon': '-58.4669141612245', 'display_name': '2289, Avenida Crisólogo Larralde, Barrio River, Comuna 13, Núñez, CABA, 1429, Argentina', 'address': {'house_number': '2289', 'road': 'Avenida Crisólogo Larralde', 'neighbourhood': 'Barrio River', 'suburb': 'Núñez', 'city': 'CABA', 'state': 'CABA', 'postcode': '1429', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.548350812245', '-34.548150812245', '-58.467014161225', '-58.466814161224']}|Núñez
27|15-1-522|-34.5568173|-58.4789878|('-34.5568173', '-58.4789878')|{'place_id': 174956729, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 462021746, 'lat': '-34.55675715', 'lon': '-58.4789835778945', 'display_name': 'Día % Market, Avenida Doctor Ricardo Balbín, Comuna 12, Coghlan, CABA, C1430DHI, Argentina', 'address': {'supermarket': 'Día % Market', 'road': 'Avenida Doctor Ricardo Balbín', 'suburb': 'Coghlan', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1430DHI', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.5568271', '-34.5566612', '-58.4790724', '-58.4788752']}|Coghlan
28|19-1-02907|-34.57155|-58.50692|('-34.57155', '-58.50692')|{'place_id': 185744746, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 534183802, 'lat': '-34.57165045', 'lon': '-58.506940666975', 'display_name': 'YPF, Manuel Álvarez Prado, Barrio Albarellos, Comuna 12, Villa Pueyrredón, CABA, 1419, Argentina', 'address': {'fuel': 'YPF', 'road': 'Manuel Álvarez Prado', 'neighbourhood': 'Barrio Albarellos', 'suburb': 'Villa Pueyrredón', 'city': 'CABA', 'state': 'CABA', 'postcode': '1419', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.5718753', '-34.5714197', '-58.507342', '-58.5065196']}|Villa Pueyrredón
29|10-3-556|-34.546306|-58.463162|('-34.546306', '-58.463162')|{'place_id': 16644408, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 301603896, 'lat': '-34.5463145', 'lon': '-58.4631651', 'display_name': '1899, Avenida Crisólogo Larralde, Barrio River, Comuna 13, Núñez, CABA, ?, Argentina', 'address': {'house_number': '1899', 'road': 'Avenida Crisólogo Larralde', 'neighbourhood': 'Barrio River', 'suburb': 'Núñez', 'city': 'CABA', 'state': 'CABA', 'postcode': '?', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.5464145', '-34.5462145', '-58.4632651', '-58.4630651']}|Núñez
30|15-1-5209|-34.5773569|-58.5102555|('-34.5773569', '-58.5102555')|{'place_id': 16744698, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 302514074, 'lat': '-34.577323022449', 'lon': '-58.510223677551', 'display_name': '5823, Avenida Nazca, Barrio Albarellos, Comuna 12, Villa Pueyrredón, CABA, 1419, Argentina', 'address': {'house_number': '5823', 'road': 'Avenida Nazca', 'neighbourhood': 'Barrio Albarellos', 'suburb': 'Villa Pueyrredón', 'city': 'CABA', 'state': 'CABA', 'postcode': '1419', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.577423022449', '-34.577223022449', '-58.510323677551', '-58.510123677551']}|Villa Pueyrredón
31|15-1-117|-34.5685513|-58.4928642|('-34.5685513', '-58.4928642')|{'place_id': 16965581, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 305049127, 'lat': '-34.5685830102041', 'lon': '-58.4929069795918', 'display_name': '5490, Avenida Triunvirato, Parque Cornelio Saavedra, Comuna 12, Villa Urquiza, CABA, C1431DUB, Argentina', 'address': {'house_number': '5490', 'road': 'Avenida Triunvirato', 'neighbourhood': 'Parque Cornelio Saavedra', 'suburb': 'Villa Urquiza', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1431DUB', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.568683010204', '-34.568483010204', '-58.493006979592', '-58.492806979592']}|Villa Urquiza
32|19-1-03340|-34.55017|-58.46687|('-34.55017', '-58.46687')|{'place_id': 57864865, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4687359166, 'lat': '-34.5501733', 'lon': '-58.4668045', 'display_name': 'YPF, Avenida Cabildo, Barrio River, Comuna 13, Núñez, CABA, C1429AAG, Argentina', 'address': {'fuel': 'YPF', 'road': 'Avenida Cabildo', 'neighbourhood': 'Barrio River', 'suburb': 'Núñez', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1429AAG', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.5502733', '-34.5500733', '-58.4669045', '-58.4667045']}|Núñez
33|11-5-2997|-34.572793|-58.5078|('-34.572793', '-58.5078')|{'place_id': 89968436, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 55592843, 'lat': '-34.57235275', 'lon': '-58.5078794680618', 'display_name': 'Easy, Manuel Álvarez Prado, Barrio Albarellos, Comuna 12, Villa Pueyrredón, CABA, 1419, Argentina', 'address': {'doityourself': 'Easy', 'road': 'Manuel Álvarez Prado', 'neighbourhood': 'Barrio Albarellos', 'suburb': 'Villa Pueyrredón', 'city': 'CABA', 'state': 'CABA', 'postcode': '1419', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.5732495', '-34.5720303', '-58.5088163', '-58.5071319']}|Villa Pueyrredón
34|15-1-109|-34.5500853|-58.463929|('-34.5500853', '-58.463929')|{'place_id': 16716795, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 302008324, 'lat': '-34.5501501020408', 'lon': '-58.4638888346939', 'display_name': '2154, Manuela Pedraza, Barrio River, Comuna 13, Núñez, CABA, ?, Argentina', 'address': {'house_number': '2154', 'road': 'Manuela Pedraza', 'neighbourhood': 'Barrio River', 'suburb': 'Núñez', 'city': 'CABA', 'state': 'CABA', 'postcode': '?', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.550250102041', '-34.550050102041', '-58.463988834694', '-58.463788834694']}|Núñez
35|10-3-576|-34.545639|-58.459569|('-34.545639', '-58.459569')|{'place_id': 16644478, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 301603903, 'lat': '-34.5456566959184', 'lon': '-58.4595535', 'display_name': '1555, Núñez, Barrio River, Comuna 13, Núñez, CABA, ?, Argentina', 'address': {'house_number': '1555', 'road': 'Núñez', 'neighbourhood': 'Barrio River', 'suburb': 'Núñez', 'city': 'CABA', 'state': 'CABA', 'postcode': '?', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.545756695918', '-34.545556695918', '-58.4596535', '-58.4594535']}|Núñez
36|23-1-6222|-34.5472|-58.4589|('-34.5472', '-58.4589')|{'place_id': 16724594, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 302174767, 'lat': '-34.5471671408163', 'lon': '-58.458863677551', 'display_name': '3323, Arribeños, Barrio River, Comuna 13, Núñez, CABA, ?, Argentina', 'address': {'house_number': '3323', 'road': 'Arribeños', 'neighbourhood': 'Barrio River', 'suburb': 'Núñez', 'city': 'CABA', 'state': 'CABA', 'postcode': '?', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.547267140816', '-34.547067140816', '-58.458963677551', '-58.458763677551']}|Núñez
37|23-1-6217|-34.5678|-58.489|('-34.5678', '-58.489')|{'place_id': 16962038, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 305048724, 'lat': '-34.5677128979592', 'lon': '-58.4890444142857', 'display_name': '5023, Quesada, Parque Cornelio Saavedra, Comuna 12, Villa Urquiza, CABA, C1430DHI, Argentina', 'address': {'house_number': '5023', 'road': 'Quesada', 'neighbourhood': 'Parque Cornelio Saavedra', 'suburb': 'Villa Urquiza', 'city': 'CABA', 'state': 'CABA', 'postcode': 'C1430DHI', 'country': 'Argentina', 'country_code': 'ar'}, 'boundingbox': ['-34.567812897959', '-34.567612897959', '-58.489144414286', '-58.488944414286']}|Villa Urquiza
